pipeline,repeat,outer_fold,stage1_bal_acc,stage1_threshold,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,combined_bal_acc_excl,stage2_bal_acc_excl,n_excluded,en_converged,test_indices,y_true,y_pred,proba_combined,fold_seconds
nmc_ensemble,43,5,1.0,0.15,0.785714,0.857143,0.930403,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196947293_199383479,chr17_1542118_1560766",,20,54,14,0.896825,0.845238,1,1.0,"3,4,19,23,26,29,33,44,48,49,61,63,68,76,77,81,82,83,91,97","Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HR+","Triple Neg,HR+,HR+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg","[[0.0, 0.179043, 0.820957], [0.0, 0.820842, 0.179158], [0.002, 0.775198, 0.222802], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.779174, 0.220826], [1.0, 0.0, 0.0], [0.0, 0.582652, 0.417348], [0.002, 0.296344, 0.701656], [0.0, 0.411061, 0.588939], [0.0, 0.619053, 0.380947], [0.852, 0.06079, 0.08721], [1.0, 0.0, 0.0], [0.704, 0.111785, 0.184215], [0.0, 0.511923, 0.488077], [0.0, 0.237559, 0.762441], [0.0, 0.152635, 0.847365], [0.014, 0.577752, 0.408248], [0.0, 0.613775, 0.386225], [0.0, 0.385478, 0.614522]]",181.5
nmc_ensemble,44,1,1.0,0.15,0.928571,0.952381,0.980464,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1890246_2286311,chr17_1542118_1560766",,20,55,13,1.0,1.0,1,1.0,"1,2,7,10,15,18,20,24,26,33,36,39,44,47,48,52,53,55,70,95","HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+","HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+","[[0.0, 0.575905, 0.424095], [0.0, 0.341342, 0.658658], [1.0, 0.0, 0.0], [0.004, 0.905066, 0.090934], [0.082, 0.338386, 0.579614], [0.0, 0.63876, 0.36124], [0.002, 0.307563, 0.690437], [0.0, 0.727562, 0.272438], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.042, 0.413869, 0.544131], [0.988, 0.005046, 0.006954], [0.004, 0.611861, 0.384139], [0.908, 0.044576, 0.047424], [0.042, 0.237963, 0.720037], [0.0, 0.795004, 0.204996], [0.124, 0.263578, 0.612422], [0.04, 0.302964, 0.657036], [1.0, 0.0, 0.0], [0.908, 0.07479, 0.01721]]",218.6
nmc_ensemble,44,2,1.0,0.3,0.595238,0.730159,0.897131,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_35444422_40926154",,20,55,13,0.730159,0.595238,0,1.0,"6,14,17,19,25,27,28,34,40,42,45,51,57,58,63,77,83,84,90,96","HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+","HER2+,HR+,HER2+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,HR+","[[0.868, 0.050574, 0.081426], [0.0, 0.500014, 0.499986], [1.0, 0.0, 0.0], [0.004, 0.842819, 0.153181], [1.0, 0.0, 0.0], [0.004, 0.584489, 0.411511], [0.94, 0.039159, 0.020841], [0.0, 0.665433, 0.334567], [0.004, 0.483758, 0.512242], [0.004, 0.498186, 0.497814], [0.004, 0.63295, 0.36305], [0.0, 0.761232, 0.238768], [1.0, 0.0, 0.0], [0.0, 0.310622, 0.689378], [0.76, 0.140529, 0.099471], [0.0, 0.617024, 0.382976], [0.012, 0.543907, 0.444093], [0.988, 0.007335, 0.004665], [0.0, 0.169931, 0.830069], [0.0, 0.520668, 0.479332]]",231.1
nmc_ensemble,44,3,1.0,0.1,0.875,0.916667,0.99256,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr8_63810_90816",,20,54,14,0.916667,0.875,0,1.0,"3,11,13,16,22,23,29,30,31,49,50,65,66,69,72,79,81,85,94,97","Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+","Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg","[[0.0, 0.13843, 0.86157], [0.0, 0.379685, 0.620315], [1.0, 0.0, 0.0], [0.002, 0.772516, 0.225484], [0.002, 0.452234, 0.545766], [0.992, 0.001162, 0.006838], [0.0, 0.76424, 0.23576], [0.0, 0.85816, 0.14184], [0.9, 0.057832, 0.042168], [0.0, 0.302932, 0.697068], [0.978, 0.007356, 0.014644], [1.0, 0.0, 0.0], [0.0, 0.562027, 0.437973], [0.05, 0.503438, 0.446562], [0.0, 0.570067, 0.429933], [0.0, 0.335581, 0.664419], [0.0, 0.264956, 0.735044], [0.892, 0.063485, 0.044515], [0.002, 0.299274, 0.698726], [0.0, 0.365653, 0.634347]]",220.2
nmc_ensemble,44,4,1.0,0.25,0.642857,0.761905,0.897436,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1703729_1713758",,20,54,14,0.761905,0.642857,0,1.0,"0,9,21,32,35,37,38,41,54,56,59,60,61,74,75,78,88,89,92,99","HER2+,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+","HER2+,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+","[[1.0, 0.0, 0.0], [0.792, 0.051527, 0.156473], [0.926, 0.063266, 0.010734], [0.012, 0.76553, 0.22247], [0.0, 0.511654, 0.488346], [0.0, 0.578065, 0.421935], [0.0, 0.356538, 0.643462], [0.018, 0.764614, 0.217386], [0.028, 0.570787, 0.401213], [0.998, 0.000687, 0.001313], [0.008, 0.353194, 0.638806], [0.942, 0.032001, 0.025999], [0.0, 0.696599, 0.303401], [0.0, 0.683301, 0.316699], [0.018, 0.553899, 0.428101], [0.014, 0.674353, 0.311647], [0.0, 0.202256, 0.797744], [0.014, 0.58183, 0.40417], [0.0, 0.175609, 0.824391], [1.0, 0.0, 0.0]]",208.3
nmc_ensemble,44,5,1.0,0.2,0.785714,0.857143,0.970696,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr8_166452_6907624,chr17_1542118_1560766",,20,54,14,0.904762,0.857143,1,1.0,"4,5,8,12,43,46,62,64,67,68,71,73,76,80,82,86,87,91,93,98","Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+,HR+","HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HR+","[[0.0, 0.624848, 0.375152], [0.026, 0.642201, 0.331799], [0.0, 0.434646, 0.565354], [1.0, 0.0, 0.0], [0.0, 0.358604, 0.641396], [1.0, 0.0, 0.0], [0.012, 0.202817, 0.785183], [0.0, 0.382925, 0.617075], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.936, 0.049706, 0.014294], [0.0, 0.767824, 0.232176], [0.982, 0.005227, 0.012773], [0.0, 0.187571, 0.812429], [0.0, 0.259058, 0.740942], [0.0, 0.428352, 0.571648], [0.0, 0.333501, 0.666499], [0.0, 0.638439, 0.361561], [0.0, 0.783126, 0.216874], [0.012, 0.712088, 0.275912]]",191.4
nmc_ensemble,45,1,1.0,0.15,0.77381,0.849206,0.969475,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr3_196908262_196937230",,20,55,13,0.904762,0.857143,1,1.0,"1,3,4,9,10,18,19,28,36,40,47,48,49,54,61,65,68,76,85,92","HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HER2+,HER2+,HER2+,Triple Neg","Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HER2+,HER2+,HER2+,Triple Neg","[[0.0, 0.424067, 0.575933], [0.034, 0.265119, 0.700881], [0.0, 0.749166, 0.250834], [0.786, 0.098271, 0.115729], [0.008, 0.790527, 0.201473], [0.0, 0.786331, 0.213669], [0.008, 0.79341, 0.19859], [0.96, 0.017762, 0.022238], [0.004, 0.357672, 0.638328], [0.012, 0.465432, 0.522568], [0.996, 0.001584, 0.002416], [0.008, 0.305478, 0.686522], [0.0, 0.404764, 0.595236], [0.01, 0.663497, 0.326503], [0.0, 0.649277, 0.350723], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.898, 0.035008, 0.066992], [0.898, 0.054948, 0.047052], [0.0, 0.199695, 0.800305]]",220.3
nmc_ensemble,45,2,1.0,0.2,0.607143,0.738095,0.8779,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_63810_90816,chr3_196908262_196937230",,20,55,13,0.738095,0.607143,0,1.0,"8,12,13,21,23,24,37,43,50,55,58,59,60,64,77,86,96,97,98,99","Triple Neg,HER2+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HR+,HR+,HR+,HR+,HER2+","HR+,HER2+,HER2+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HER2+","[[0.0, 0.561143, 0.438857], [0.966, 0.008674, 0.025326], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.974, 0.004609, 0.021391], [0.0, 0.844109, 0.155891], [0.01, 0.613328, 0.376672], [0.004, 0.186087, 0.809913], [0.924, 0.049956, 0.026044], [0.014, 0.307133, 0.678867], [0.0, 0.213169, 0.786831], [0.032, 0.396424, 0.571576], [0.976, 0.016495, 0.007505], [0.0, 0.45902, 0.54098], [0.0, 0.615214, 0.384786], [0.022, 0.584767, 0.393233], [0.0, 0.536478, 0.463522], [0.0, 0.542781, 0.457219], [0.004, 0.590341, 0.405659], [1.0, 0.0, 0.0]]",220.7
nmc_ensemble,45,3,1.0,0.2,0.916667,0.944444,0.974206,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_77442683_77503685",,20,54,14,0.944444,0.916667,0,1.0,"0,5,14,20,25,32,34,35,38,39,42,45,46,63,67,69,74,78,81,94","HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg","HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,HER2+,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg","[[1.0, 0.0, 0.0], [0.112, 0.568181, 0.319819], [0.0, 0.472226, 0.527774], [0.018, 0.207977, 0.774023], [0.998, 0.001247, 0.000753], [0.11, 0.598183, 0.291817], [0.002, 0.706447, 0.291553], [0.0, 0.653938, 0.346062], [0.0, 0.318996, 0.681004], [0.938, 0.035994, 0.026006], [0.018, 0.587676, 0.394324], [0.048, 0.631498, 0.320502], [0.844, 0.073849, 0.082151], [0.796, 0.10078, 0.10322], [0.998, 0.001058, 0.000942], [0.018, 0.536902, 0.445098], [0.0, 0.799115, 0.200885], [0.006, 0.712569, 0.281431], [0.0, 0.23879, 0.76121], [0.0, 0.226223, 0.773777]]",218.6
nmc_ensemble,45,4,1.0,0.2,0.785714,0.857143,0.96337,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr8_16373516_28182114",,20,54,14,0.888889,0.833333,1,1.0,"2,7,16,26,31,33,52,53,56,62,66,71,72,73,79,80,82,83,88,90","HR+,HER2+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg","Triple Neg,HER2+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg","[[0.0, 0.202919, 0.797081], [1.0, 0.0, 0.0], [0.004, 0.604095, 0.391905], [1.0, 0.0, 0.0], [0.754, 0.144563, 0.101437], [1.0, 0.0, 0.0], [0.0, 0.805012, 0.194988], [0.11, 0.203746, 0.686254], [0.648, 0.107932, 0.244068], [0.0, 0.197022, 0.802978], [0.0, 0.327097, 0.672903], [0.982, 0.011818, 0.006182], [0.0, 0.531708, 0.468292], [0.0, 0.601014, 0.398986], [0.0, 0.289181, 0.710819], [0.0, 0.226484, 0.773516], [0.0, 0.270177, 0.729823], [0.0, 0.470709, 0.529291], [0.0, 0.233141, 0.766859], [0.0, 0.196363, 0.803637]]",193.2
nmc_ensemble,45,5,1.0,0.25,0.642857,0.761905,0.893773,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311",,20,54,14,0.761905,0.642857,0,1.0,"6,11,15,17,22,27,29,30,41,44,51,57,70,75,84,87,89,91,93,95","HER2+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+","HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+","[[0.93, 0.038892, 0.031108], [0.022, 0.207377, 0.770623], [0.064, 0.194729, 0.741271], [1.0, 0.0, 0.0], [0.0, 0.301738, 0.698262], [0.024, 0.664078, 0.311922], [0.0, 0.583222, 0.416778], [0.0, 0.786036, 0.213964], [0.004, 0.790534, 0.205466], [0.0, 0.791056, 0.208944], [0.0, 0.76902, 0.23098], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.004, 0.694978, 0.301022], [0.982, 0.005669, 0.012331], [0.0, 0.259609, 0.740391], [0.0, 0.691004, 0.308996], [0.0, 0.649024, 0.350976], [0.0, 0.831296, 0.168704], [0.93, 0.048086, 0.021914]]",175.2
nmc_ensemble,46,1,1.0,0.2,0.845238,0.896825,0.977106,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr17_1542118_1560766",,20,55,13,0.896825,0.845238,0,1.0,"0,12,17,20,29,30,32,33,54,57,62,63,69,72,80,87,89,90,95,98","HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+","HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.126, 0.344003, 0.529997], [0.0, 0.685104, 0.314896], [0.0, 0.752428, 0.247572], [0.024, 0.578847, 0.397153], [1.0, 0.0, 0.0], [0.036, 0.713967, 0.250033], [1.0, 0.0, 0.0], [0.036, 0.237562, 0.726438], [0.83, 0.063953, 0.106047], [0.126, 0.406722, 0.467278], [0.024, 0.548662, 0.427338], [0.0, 0.217321, 0.782679], [0.0, 0.40149, 0.59851], [0.006, 0.647143, 0.346857], [0.0, 0.220013, 0.779987], [0.964, 0.021884, 0.014116], [0.002, 0.701213, 0.296787]]",212.0
nmc_ensemble,46,2,1.0,0.15,0.666667,0.777778,0.977106,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr3_196908262_196937230,chr17_1542118_1560766,chr17_42161364_42873571",,20,55,13,0.777778,0.666667,0,1.0,"6,8,9,10,13,14,15,16,18,25,31,34,37,38,44,51,58,61,68,85","HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,HER2+","HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,HR+,HR+,HER2+,HER2+","[[0.994, 0.001765, 0.004235], [0.0, 0.586648, 0.413352], [0.704, 0.117771, 0.178229], [0.004, 0.906229, 0.089771], [1.0, 0.0, 0.0], [0.0, 0.633133, 0.366867], [0.01, 0.639249, 0.350751], [0.01, 0.759177, 0.230823], [0.0, 0.751044, 0.248956], [1.0, 0.0, 0.0], [0.984, 0.009406, 0.006594], [0.006, 0.56662, 0.42738], [0.006, 0.46891, 0.52509], [0.0, 0.323936, 0.676064], [0.0, 0.734752, 0.265248], [0.0, 0.730897, 0.269103], [0.0, 0.521283, 0.478717], [0.0, 0.75887, 0.24113], [1.0, 0.0, 0.0], [0.854, 0.06015, 0.08585]]",224.2
nmc_ensemble,46,3,1.0,0.25,0.645833,0.763889,0.947421,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_41983407_42049540",,20,54,14,0.808333,0.7125,1,1.0,"1,4,5,21,24,39,40,42,43,50,53,67,70,71,73,77,78,92,93,94","HR+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg","Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,Triple Neg","[[0.0, 0.417848, 0.582152], [0.0, 0.61352, 0.38648], [0.02, 0.707626, 0.272374], [0.91, 0.057674, 0.032326], [0.0, 0.823148, 0.176852], [0.994, 0.003087, 0.002913], [0.004, 0.376046, 0.619954], [0.004, 0.384031, 0.611969], [0.0, 0.198443, 0.801557], [0.912, 0.042041, 0.045959], [0.108, 0.307326, 0.584674], [1.0, 0.0, 0.0], [0.994, 0.001279, 0.004721], [0.928, 0.054878, 0.017122], [0.0, 0.691284, 0.308716], [0.0, 0.5907, 0.4093], [0.004, 0.641493, 0.354507], [0.0, 0.295252, 0.704748], [0.0, 0.794762, 0.205238], [0.0, 0.368633, 0.631367]]",213.1
nmc_ensemble,46,4,1.0,0.2,0.428571,0.619048,0.85348,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624",,20,54,14,0.619048,0.428571,0,1.0,"19,22,26,27,41,45,46,47,48,52,55,56,64,65,75,82,83,84,86,97","HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+","HR+,Triple Neg,HER2+,HR+,HR+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HER2+,HR+,Triple Neg","[[0.0, 0.9315, 0.0685], [0.0, 0.309517, 0.690483], [1.0, 0.0, 0.0], [0.064, 0.687749, 0.248251], [0.01, 0.746857, 0.243143], [0.0, 0.834292, 0.165708], [1.0, 0.0, 0.0], [0.986, 0.005286, 0.008714], [0.026, 0.529828, 0.444172], [0.0, 0.887882, 0.112118], [0.004, 0.471071, 0.524929], [0.764, 0.088668, 0.147332], [0.002, 0.422329, 0.575671], [1.0, 0.0, 0.0], [0.01, 0.674019, 0.315981], [0.0, 0.109482, 0.890518], [0.012, 0.758833, 0.229167], [0.976, 0.005349, 0.018651], [0.0, 0.771006, 0.228994], [0.0, 0.418745, 0.581255]]",210.6
nmc_ensemble,46,5,1.0,0.15,0.785714,0.857143,0.934066,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_95043863_126884366,chr3_196908262_196937230",,20,54,14,0.888889,0.833333,1,1.0,"2,3,7,11,23,28,35,36,49,59,60,66,74,76,79,81,88,91,96,99","HR+,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+","Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+","[[0.0, 0.232213, 0.767787], [0.022, 0.210686, 0.767314], [1.0, 0.0, 0.0], [0.0, 0.301978, 0.698022], [1.0, 0.0, 0.0], [0.99, 0.003777, 0.006223], [0.0, 0.505646, 0.494354], [0.0, 0.463243, 0.536757], [0.0, 0.332528, 0.667472], [0.024, 0.293739, 0.682261], [0.99, 0.006612, 0.003388], [0.0, 0.627545, 0.372455], [0.0, 0.805472, 0.194528], [0.9, 0.03147, 0.06853], [0.0, 0.387719, 0.612281], [0.0, 0.204197, 0.795803], [0.0, 0.189287, 0.810713], [0.0, 0.454515, 0.545485], [0.0, 0.677596, 0.322404], [1.0, 0.0, 0.0]]",193.7
nmc_ensemble,47,1,1.0,0.3,0.761905,0.84127,0.969475,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_1542118_1560766,chr17_42161364_42873571,chr8_39535655_43515874",,20,55,13,0.885714,0.828571,1,1.0,"4,6,11,16,17,19,21,24,26,33,45,47,49,51,74,86,90,94,95,96","Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,Triple Neg,Triple Neg,HER2+,HR+","HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg","[[0.0, 0.527053, 0.472947], [0.856, 0.051233, 0.092767], [0.0, 0.433627, 0.566373], [0.0, 0.704088, 0.295912], [0.988, 0.00633, 0.00567], [0.004, 0.884353, 0.111647], [0.874, 0.099261, 0.026739], [0.0, 0.816919, 0.183081], [0.988, 0.007817, 0.004183], [0.988, 0.005565, 0.006435], [0.004, 0.64556, 0.35044], [0.856, 0.074169, 0.069831], [0.0, 0.429383, 0.570617], [0.0, 0.681664, 0.318336], [0.0, 0.787583, 0.212417], [0.0, 0.507303, 0.492697], [0.0, 0.132292, 0.867708], [0.022, 0.300637, 0.677363], [0.856, 0.107109, 0.036891], [0.0, 0.458556, 0.541444]]",219.0
nmc_ensemble,47,2,1.0,0.15,0.833333,0.888889,0.965812,,,"{""ensemble"": ""kens+en_nmc""}",5,0,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr3_196908262_196937230",,20,55,13,0.888889,0.833333,0,1.0,"5,8,9,13,14,22,28,36,37,42,50,54,58,60,66,69,81,84,93,99","HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+","HR+,HR+,HER2+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+","[[0.01, 0.758488, 0.231512], [0.0, 0.624919, 0.375081], [0.828, 0.062145, 0.109855], [1.0, 0.0, 0.0], [0.0, 0.459229, 0.540771], [0.0, 0.574271, 0.425729], [0.824, 0.118967, 0.057033], [0.016, 0.448879, 0.535121], [0.014, 0.631255, 0.354745], [0.018, 0.504478, 0.477522], [0.878, 0.06161, 0.06039], [0.022, 0.669601, 0.308399], [0.0, 0.3994, 0.6006], [0.824, 0.10127, 0.07473], [0.0, 0.723826, 0.276174], [0.022, 0.630923, 0.347077], [0.0, 0.413905, 0.586095], [0.968, 0.021376, 0.010624], [0.0, 0.837599, 0.162401], [1.0, 0.0, 0.0]]",228.6
