pipeline,repeat,outer_fold,stage1_bal_acc,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,test_indices,y_true,y_pred,proba_combined,fold_seconds
en_nmc,11,1,1.0,0.857143,0.904762,0.973138,0.87,0.096264,"{""selector__C"": 7.74264, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_28208003_35676140,chr3_196908262_196937230","chr1_199087690_199111062,chr16_68838368_69397102,chr23_3229_45135,chr22_37683612_37705310,chr16_68710277_68751390,chr14_105602756_105630089,chr12_9528590_9585156,chr15_22163893_32511475,chr6_32732764_32738443,chr1_149369522_149394958,chr1_193480150_193527058,chr3_196908262_196937230,chr1_17030134_22668805,chr5_69274433_96603723,chr12_67337260_132389367,chr6_32766023_91964331,chr17_77535412_78653545,chr20_8747_12478772,chr18_4316_76110964,chr19_56816785_56859204,chr8_28208003_35676140,chr15_20307869_21982746,chr14_22022060_73047267,chr12_36739877_67332062,chr20_29306447_40052114,chr1_149579637_149598429,chr16_45058242_54336421,chr16_14956177_14988855,chr11_89400624_134432265,chr17_77442683_77503685,chr22_15270151_15403609,chr16_15039224_33875313,chr15_53166_592121,chr16_28087_14817706,chr1_72489681_72620747,chr7_143321677_143391065,chr16_54390012_68679377,chr15_32523241_32594902,chr19_3363749_20383210,chr3_75546791_75799957,chr5_49619946_68850823,chr8_39356595_39505256,chr17_403833_446414,chr6_30021894_32519935,chr22_24263116_37678070,chr14_105654998_105839439,chr22_37717564_49509094,chr1_244693374_245014643,chr11_5742476_5762182,chr1_2870100_2901629",20,55,13,"6,14,17,19,28,34,36,38,40,42,46,47,48,49,51,57,62,68,86,98","HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HR+","HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+","[[1.0, 0.0, 0.0], [0.002, 0.484485, 0.513515], [0.92, 0.054717, 0.025283], [0.002, 0.816688, 0.181312], [0.914, 0.03852, 0.04748], [0.008, 0.603207, 0.388793], [0.012, 0.308219, 0.679781], [0.0, 0.312454, 0.687546], [0.0, 0.332264, 0.667736], [0.012, 0.594654, 0.393346], [0.908, 0.047957, 0.044043], [1.0, 0.0, 0.0], [0.054, 0.280227, 0.665773], [0.0, 0.37267, 0.62733], [0.0, 0.751915, 0.248085], [1.0, 0.0, 0.0], [0.0, 0.184914, 0.815086], [1.0, 0.0, 0.0], [0.052, 0.397459, 0.550541], [0.008, 0.71027, 0.28173]]",217.7
en_nmc,11,2,1.0,0.678571,0.785714,0.973138,0.796667,0.149963,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_77442683_77503685","chr16_68838368_69397102,chr12_36739877_67332062,chr11_89400624_134432265,chr15_18657388_18683110,chr22_37717564_49509094,chr15_22163893_32511475,chr16_28087_14817706,chr15_739595_18454050,chr6_32766023_91964331,chr22_37683612_37705310,chr3_164112881_193467200,chr1_149369522_149394958,chr16_68710277_68751390,chr23_96116_214107,chr12_67337260_132389367,chr17_77535412_78653545,chr1_199087690_199111062,chr14_105654998_105839439,chr16_69417987_69744010,chr22_24263116_37678070,chr5_96637773_180644810,chr14_105602756_105630089,chr5_763494_878290,chr7_61474815_141189966,chr7_38065862_61275990,chr5_916822_21966989,chr7_140213_38060725,chr6_92035339_170943103,chr5_21979223_32203336,chr5_32209048_45938397,chr5_49619946_68850823,chr6_32732764_32738443,chr5_69274433_96603723,chr6_32634044_32728487,chr6_32605300_32629848,chr6_32586131_32600962,chr7_141214728_141245219,chr6_5839_154410,chr6_204528_634345,chr6_30021894_32519935,chr6_655129_1435871,chr6_1436117_1512043,chr6_1535319_30010234,chr4_191191940_191311992,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442",20,55,13,"0,2,4,9,18,26,31,43,54,55,64,67,70,71,72,74,78,79,82,89","HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg","HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HR+","[[1.0, 0.0, 0.0], [0.198, 0.360223, 0.441777], [0.228, 0.446365, 0.325635], [0.78, 0.083676, 0.136324], [0.0, 0.764574, 0.235426], [1.0, 0.0, 0.0], [0.972, 0.017877, 0.010123], [0.0, 0.229724, 0.770276], [0.008, 0.610423, 0.381577], [0.224, 0.271023, 0.504977], [0.004, 0.536117, 0.459883], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.9, 0.070328, 0.029672], [0.266, 0.528747, 0.205253], [0.0, 0.833545, 0.166455], [0.04, 0.777128, 0.182872], [0.0, 0.524502, 0.475498], [0.0, 0.230139, 0.769861], [0.04, 0.500634, 0.459366]]",215.2
en_nmc,11,3,1.0,0.75,0.833333,0.934524,0.813333,0.074833,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr6_92035339_170943103","chr16_68838368_69397102,chr19_20422576_20493401,chr12_36739877_67332062,chr6_32732764_32738443,chr14_105602756_105630089,chr15_18657388_18683110,chr15_32523241_32594902,chr11_89400624_134432265,chr1_149369522_149394958,chr12_67337260_132389367,chr20_8747_12478772,chr1_17030134_22668805,chr6_1535319_30010234,chr4_190887518_191165971,chr5_96637773_180644810,chr22_15433500_22665928,chr10_115544_38563575,chr16_28087_14817706,chr8_35694285_39333915,chr16_15039224_33875313,chr6_32766023_91964331,chr17_403833_446414,chr15_20307869_21982746,chr19_239700_3342864,chr17_41983407_42049540,chr10_42150759_46371243,chr19_3363749_20383210,chr23_92209094_152935130,chr8_39535655_43515874,chr5_69274433_96603723,chr6_5839_154410,chr7_38065862_61275990,chr6_204528_634345,chr7_140213_38060725,chr6_655129_1435871,chr6_92035339_170943103,chr6_1436117_1512043,chr5_763494_878290,chr5_21979223_32203336,chr6_32634044_32728487,chr6_32605300_32629848,chr6_30021894_32519935,chr5_32209048_45938397,chr5_49619946_68850823,chr6_32586131_32600962,chr7_61474815_141189966,chr11_55200744_55207305,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993",20,54,14,"7,8,10,12,13,24,29,32,52,58,65,66,69,75,77,80,84,87,95,97","HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HR+","HER2+,HR+,HR+,HER2+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+","[[1.0, 0.0, 0.0], [0.0, 0.627886, 0.372114], [0.0, 0.860581, 0.139419], [1.0, 0.0, 0.0], [0.942, 0.02818, 0.02982], [0.0, 0.837702, 0.162298], [0.0, 0.750482, 0.249518], [0.062, 0.587419, 0.350581], [0.0, 0.836923, 0.163077], [0.002, 0.417454, 0.580546], [1.0, 0.0, 0.0], [0.0, 0.534657, 0.465343], [0.174, 0.507799, 0.318201], [0.004, 0.628898, 0.367102], [0.0, 0.598169, 0.401831], [0.002, 0.328708, 0.669292], [0.988, 0.006475, 0.005525], [0.0, 0.350675, 0.649325], [0.816, 0.12982, 0.05418], [0.0, 0.555584, 0.444416]]",220.5
en_nmc,11,4,1.0,0.714286,0.809524,0.92674,0.813333,0.100775,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1703729_1713758","chr12_36739877_67332062,chr16_68838368_69397102,chr6_32766023_91964331,chr1_193480150_193527058,chr12_67337260_132389367,chr3_196908262_196937230,chr16_15039224_33875313,chr6_30021894_32519935,chr15_22163893_32511475,chr11_5777496_7757329,chr1_149369522_149394958,chr22_37683612_37705310,chr15_739595_18454050,chr19_3363749_20383210,chr22_15433500_22665928,chr1_199087690_199111062,chr16_68710277_68751390,chr5_69274433_96603723,chr8_28208003_35676140,chr10_46396163_135395562,chr2_131945577_132196569,chr23_3229_45135,chr17_77442683_77503685,chr23_1672003_1706462,chr23_88434081_88986061,chr1_72661597_109968401,chr16_14956177_14988855,chr1_17030134_22668805,chr15_53166_592121,chr17_2361350_18868037,chr19_20422576_20493401,chr2_8972669_89953713,chr10_115544_38563575,chr16_28087_14817706,chr1_149579637_149598429,chr17_77535412_78653545,chr3_164112881_193467200,chr21_13334960_13435755,chr18_4316_76110964,chr5_763494_878290,chr6_32634044_32728487,chr5_916822_21966989,chr5_21979223_32203336,chr5_32209048_45938397,chr5_49619946_68850823,chr6_32586131_32600962,chr5_96637773_180644810,chr6_5839_154410,chr6_1535319_30010234,chr6_204528_634345",20,54,14,"11,15,16,21,22,23,27,33,35,37,44,45,56,76,81,83,91,92,93,99","Triple Neg,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+","Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+","[[0.014, 0.288536, 0.697464], [0.078, 0.396636, 0.525364], [0.004, 0.765279, 0.230721], [0.914, 0.073542, 0.012458], [0.0, 0.349008, 0.650992], [1.0, 0.0, 0.0], [0.03, 0.63143, 0.33857], [1.0, 0.0, 0.0], [0.0, 0.539749, 0.460251], [0.0, 0.707238, 0.292762], [0.0, 0.719438, 0.280562], [0.0, 0.696884, 0.303116], [0.966, 0.016538, 0.017462], [0.966, 0.017498, 0.016502], [0.0, 0.337366, 0.662634], [0.034, 0.584944, 0.381056], [0.0, 0.751334, 0.248666], [0.0, 0.295125, 0.704875], [0.0, 0.723023, 0.276977], [1.0, 0.0, 0.0]]",215.2
en_nmc,11,5,1.0,0.714286,0.809524,0.978022,0.81,0.129786,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1890246_2286311,chr8_166452_6907624","chr23_3229_45135,chr22_37683612_37705310,chr16_68838368_69397102,chr12_67337260_132389367,chr11_89400624_134432265,chr16_28087_14817706,chr16_68710277_68751390,chr16_14956177_14988855,chr1_193480150_193527058,chr14_105602756_105630089,chr15_32523241_32594902,chr6_32732764_32738443,chr5_96637773_180644810,chr16_15039224_33875313,chr1_149369522_149394958,chr7_143321677_143391065,chr1_17030134_22668805,chr16_54390012_68679377,chr18_4316_76110964,chr12_36739877_67332062,chr12_9528590_9585156,chr19_32545047_34430432,chr15_22163893_32511475,chr15_53166_592121,chr19_56816785_56859204,chr16_45058242_54336421,chr5_69274433_96603723,chr3_75546791_75799957,chr1_199087690_199111062,chr6_30021894_32519935,chr6_32766023_91964331,chr17_41983407_42049540,chr3_196908262_196937230,chr1_149579637_149598429,chr22_37717564_49509094,chr17_77442683_77503685,chr1_1676445_1703748,chr14_105654998_105839439,chr17_403833_446414,chr22_15270151_15403609,chr16_69763173_88690571,chr17_77535412_78653545,chr6_32605300_32629848,chr1_3149648_3157982,chr11_5777496_7757329,chr1_16551324_16997273,chr20_29306447_40052114,chr6_1535319_30010234,chr23_91234699_91344716,chr5_49619946_68850823",20,54,14,"1,3,5,20,25,30,39,41,50,53,59,60,61,63,73,85,88,90,94,96","HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+","Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg","[[0.002, 0.444974, 0.553026], [0.0, 0.213779, 0.786221], [0.042, 0.683499, 0.274501], [0.048, 0.268868, 0.683132], [1.0, 0.0, 0.0], [0.0, 0.793551, 0.206449], [0.972, 0.013025, 0.014975], [0.002, 0.619388, 0.378612], [0.978, 0.011884, 0.010116], [0.13, 0.257327, 0.612673], [0.0, 0.437458, 0.562542], [0.93, 0.044323, 0.025677], [0.0, 0.706846, 0.293154], [0.772, 0.106932, 0.121068], [0.0, 0.682427, 0.317573], [0.914, 0.060516, 0.025484], [0.002, 0.291726, 0.706274], [0.0, 0.171724, 0.828276], [0.0, 0.248824, 0.751176], [0.0, 0.497001, 0.502999]]",202.3
en_nmc,12,1,1.0,0.77381,0.849206,0.954212,0.813333,0.10403,"{""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr8_16373516_28182114,chr8_166452_6907624","chr16_68838368_69397102,chr5_69274433_96603723,chr16_68710277_68751390,chr12_36739877_67332062,chr22_37717564_49509094,chr6_32732764_32738443,chr5_96637773_180644810,chr12_67337260_132389367,chr15_22163893_32511475,chr15_32523241_32594902,chr5_49619946_68850823,chr14_22022060_73047267,chr11_89400624_134432265,chr22_24263116_37678070,chr7_38065862_61275990,chr7_140213_38060725,chr7_61474815_141189966,chr6_32634044_32728487,chr6_92035339_170943103,chr6_32766023_91964331",20,55,13,"12,16,17,32,33,38,40,49,55,57,59,61,62,71,73,76,85,92,93,94","HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg","HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg","[[1.0, 0.0, 0.0], [0.008, 0.825949, 0.166051], [0.874, 0.060993, 0.065007], [0.0, 0.707986, 0.292014], [1.0, 0.0, 0.0], [0.0, 0.376822, 0.623178], [0.0, 0.303106, 0.696894], [0.0, 0.503445, 0.496555], [0.0, 0.323615, 0.676385], [1.0, 0.0, 0.0], [0.008, 0.359559, 0.632441], [0.0, 0.715447, 0.284553], [0.0, 0.222328, 0.777672], [0.932, 0.050543, 0.017457], [0.0, 0.679093, 0.320907], [0.992, 0.002962, 0.005038], [0.816, 0.118751, 0.065249], [0.0, 0.238032, 0.761968], [0.0, 0.82677, 0.17323], [0.0, 0.337943, 0.662057]]",215.2
en_nmc,12,2,1.0,0.845238,0.896825,0.950244,0.856667,0.04899,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr8_63810_90816","chr16_68838368_69397102,chr12_36739877_67332062,chr22_24263116_37678070,chr5_96637773_180644810,chr15_22163893_32511475,chr15_32523241_32594902,chr15_18657388_18683110,chr23_3229_45135,chr12_67337260_132389367,chr16_28087_14817706,chr1_149369522_149394958,chr6_30021894_32519935,chr16_68710277_68751390,chr14_105654998_105839439,chr16_69763173_88690571,chr6_1535319_30010234,chr6_32766023_91964331,chr6_92035339_170943103,chr7_140213_38060725,chr7_38065862_61275990",20,55,13,"0,1,5,15,19,25,28,37,39,41,42,44,56,58,68,77,83,86,89,99","HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+","HER2+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+","[[0.992, 0.002343, 0.005657], [0.0, 0.339497, 0.660503], [0.002, 0.625564, 0.372436], [0.0, 0.465998, 0.534002], [0.0, 0.870686, 0.129314], [0.992, 0.005572, 0.002428], [0.984, 0.011606, 0.004394], [0.0, 0.411735, 0.588265], [0.81, 0.11105, 0.07895], [0.06, 0.508414, 0.431586], [0.002, 0.597966, 0.400034], [0.0, 0.779068, 0.220932], [0.728, 0.113031, 0.158969], [0.0, 0.356555, 0.643445], [1.0, 0.0, 0.0], [0.0, 0.435794, 0.564206], [0.06, 0.706866, 0.233134], [0.0, 0.51342, 0.48658], [0.0, 0.497064, 0.502936], [1.0, 0.0, 0.0]]",222.5
en_nmc,12,3,1.0,0.875,0.916667,0.970238,0.803333,0.107703,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr3_196908262_196937230","chr16_68838368_69397102,chr16_28087_14817706,chr6_32732764_32738443,chr12_36739877_67332062,chr11_89400624_134432265,chr20_8747_12478772,chr6_32766023_91964331,chr20_29306447_40052114,chr1_149369522_149394958,chr15_18657388_18683110,chr6_1535319_30010234,chr22_15433500_22665928,chr12_67337260_132389367,chr15_22163893_32511475,chr1_17030134_22668805,chr15_32523241_32594902,chr21_13334960_13435755,chr23_90837054_91203848,chr5_69274433_96603723,chr22_37683612_37705310",20,54,14,"2,3,7,8,9,14,18,21,30,31,36,48,51,66,67,72,75,84,96,97","HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+","Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,Triple Neg","[[0.03, 0.273044, 0.696956], [0.036, 0.139879, 0.824121], [1.0, 0.0, 0.0], [0.0, 0.40261, 0.59739], [0.748, 0.136403, 0.115597], [0.0, 0.456428, 0.543572], [0.0, 0.686166, 0.313834], [0.992, 0.004867, 0.003133], [0.0, 0.776813, 0.223187], [0.984, 0.007471, 0.008529], [0.0, 0.256258, 0.743742], [0.014, 0.316342, 0.669658], [0.0, 0.658176, 0.341824], [0.0, 0.577652, 0.422348], [1.0, 0.0, 0.0], [0.012, 0.705444, 0.282556], [0.016, 0.361381, 0.622619], [0.988, 0.006466, 0.005534], [0.0, 0.633416, 0.366584], [0.0, 0.460193, 0.539807]]",217.2
en_nmc,12,4,1.0,0.642857,0.761905,0.904762,0.79,0.131909,"{""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 10}",5,10,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311","chr16_68838368_69397102,chr11_89400624_134432265,chr1_149369522_149394958,chr15_22163893_32511475,chr12_67337260_132389367,chr3_196908262_196937230,chr5_96637773_180644810,chr12_36739877_67332062,chr17_403833_446414,chr16_54390012_68679377",20,54,14,"4,6,13,22,23,26,27,29,34,43,53,54,60,65,69,80,81,87,91,98","Triple Neg,HER2+,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+","HR+,HER2+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+","[[0.0, 0.763145, 0.236855], [0.976, 0.018466, 0.005534], [1.0, 0.0, 0.0], [0.0, 0.484634, 0.515366], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.016, 0.453035, 0.530965], [0.0, 0.738827, 0.261173], [0.0, 0.552175, 0.447825], [0.002, 0.563825, 0.434175], [0.15, 0.372703, 0.477297], [0.044, 0.739849, 0.216151], [0.926, 0.048934, 0.025066], [1.0, 0.0, 0.0], [0.0, 0.462796, 0.537204], [0.0, 0.184584, 0.815416], [0.0, 0.507714, 0.492286], [0.0, 0.368935, 0.631065], [0.0, 0.641498, 0.358502], [0.006, 0.627341, 0.366659]]",205.6
en_nmc,12,5,1.0,0.785714,0.857143,0.978022,0.75,0.095452,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311","chr16_68838368_69397102,chr6_32766023_91964331,chr15_22163893_32511475,chr12_36739877_67332062,chr16_28087_14817706,chr12_67337260_132389367,chr6_1535319_30010234,chr22_24263116_37678070,chr6_32732764_32738443,chr15_739595_18454050,chr5_69274433_96603723,chr11_89400624_134432265,chr16_68710277_68751390,chr6_32605300_32629848,chr6_92035339_170943103,chr7_140213_38060725,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219,chr7_141259727_141549648,chr6_32634044_32728487,chr6_32586131_32600962,chr7_141555761_141947816,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr5_96637773_180644810,chr5_49619946_68850823,chr5_32209048_45938397,chr5_21979223_32203336,chr5_916822_21966989,chr5_763494_878290,chr5_75149_745859,chr4_191191940_191311992,chr4_190887518_191165971,chr6_30021894_32519935,chr11_55225136_56294614,chr11_55200744_55207305,chr11_55124730_55194990,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562,chr10_42150759_46371243,chr10_38596435_42057554,chr10_115544_38563575",20,54,14,"10,11,20,24,35,45,46,47,50,52,63,64,70,74,78,79,82,88,90,95","HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+","HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+","[[0.002, 0.85237, 0.14563], [0.0, 0.343806, 0.656194], [0.0, 0.329838, 0.670162], [0.0, 0.814416, 0.185584], [0.0, 0.475754, 0.524246], [0.002, 0.759548, 0.238452], [1.0, 0.0, 0.0], [0.944, 0.02275, 0.03325], [0.976, 0.013742, 0.010258], [0.0, 0.865488, 0.134512], [0.76, 0.085007, 0.154993], [0.006, 0.489823, 0.504177], [1.0, 0.0, 0.0], [0.0, 0.818551, 0.181449], [0.002, 0.751773, 0.246227], [0.0, 0.355364, 0.644636], [0.0, 0.195053, 0.804947], [0.002, 0.327789, 0.670211], [0.0, 0.201973, 0.798027], [0.944, 0.037428, 0.018572]]",217.2
en_nmc,13,1,1.0,0.916667,0.944444,0.977106,0.803333,0.072572,"{""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr17_1542118_1560766","chr16_68838368_69397102,chr16_28087_14817706,chr12_36739877_67332062,chr5_96637773_180644810,chr15_18657388_18683110,chr12_67337260_132389367,chr5_69274433_96603723,chr1_17030134_22668805,chr16_15039224_33875313,chr15_22163893_32511475,chr6_32766023_91964331,chr6_32732764_32738443,chr15_32523241_32594902,chr17_403833_446414,chr1_149369522_149394958,chr11_89400624_134432265,chr22_15433500_22665928,chr3_196908262_196937230,chr23_3229_45135,chr22_24263116_37678070",20,55,13,"13,18,19,30,31,34,35,37,39,48,57,58,62,66,67,71,76,82,90,96","HER2+,HR+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+","HER2+,HR+,HR+,HR+,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+","[[1.0, 0.0, 0.0], [0.0, 0.773071, 0.226929], [0.0, 0.866228, 0.133772], [0.0, 0.81802, 0.18198], [0.89, 0.076024, 0.033976], [0.002, 0.538665, 0.459335], [0.0, 0.775088, 0.224912], [0.0, 0.675187, 0.324813], [0.958, 0.017581, 0.024419], [0.014, 0.39041, 0.59559], [1.0, 0.0, 0.0], [0.0, 0.386188, 0.613812], [0.008, 0.167087, 0.824913], [0.0, 0.654847, 0.345153], [1.0, 0.0, 0.0], [0.906, 0.070854, 0.023146], [0.958, 0.021781, 0.020219], [0.0, 0.230782, 0.769218], [0.0, 0.211182, 0.788818], [0.0, 0.674269, 0.325731]]",235.4
