pipeline,repeat,outer_fold,balanced_accuracy,auroc_macro,best_inner_score,best_params,n_features_selected,selected_features,y_true,y_pred,fold_seconds
kw_rf,11,3,0.888889,0.950893,0.788889,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr6_92035339_170943103,chr12_67337260_132389367,chr17_1542118_1560766,chr12_36739877_67332062,chr4_190887518_191165971,chr5_96637773_180644810,chr5_69274433_96603723,chr22_24263116_37678070,chr8_166452_6907624,chr17_1890246_2286311,chr21_13334960_13435755,chr16_68838368_69397102,chr15_32523241_32594902,chr1_149369522_149394958,chr22_15433500_22665928,chr15_22163893_32511475,chr22_37717564_49509094,chr15_18657388_18683110,chr22_22725750_24228038,chr3_193476462_196656506,chr11_89400624_134432265,chr17_403833_446414,chr17_984101_1003742,chr5_763494_878290,chr17_1718892_1845756,chr17_1703729_1713758,chr6_30021894_32519935,chr6_1535319_30010234,chr17_2361350_18868037,chr17_41983407_42049540,chr17_1008443_1536140,chr17_465054_974692,chr3_196908262_196937230,chr17_1562322_1703117,chr21_9896630_10198129,chr18_4316_76110964,chr16_69417987_69744010,chr3_196947293_199383479,chr15_739595_18454050,chr3_164112881_193467200,chr17_10999_390571,chr17_77442683_77503685,chr9_110114139_138397892,chr15_53166_592121,chr15_20307869_21982746,chr22_37683612_37705310,chr5_49619946_68850823","HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HR+","HER2+,HR+,HR+,HER2+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+",104.4
kw_rf,11,4,0.761905,0.846154,0.851111,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr12_36739877_67332062,chr5_69274433_96603723,chr6_92035339_170943103,chr12_67337260_132389367,chr5_49619946_68850823,chr5_96637773_180644810,chr3_196908262_196937230,chr17_1542118_1560766,chr4_190887518_191165971,chr6_30021894_32519935,chr16_68838368_69397102,chr3_164112881_193467200,chr16_28087_14817706,chr16_68710277_68751390,chr22_24263116_37678070,chr17_1703729_1713758,chr17_1890246_2286311,chr3_193476462_196656506,chr15_739595_18454050,chr11_5777496_7757329,chr8_166452_6907624,chr16_69763173_88690571,chr6_1535319_30010234,chr3_196947293_199383479,chr15_18657388_18683110,chr22_22725750_24228038,chr17_984101_1003742,chr8_16373516_28182114,chr17_2361350_18868037,chr17_465054_974692,chr17_1008443_1536140,chr17_1718892_1845756,chr17_1562322_1703117,chr17_10999_390571,chr22_15433500_22665928,chr3_95043863_126884366,chr2_8972669_89953713,chr16_54390012_68679377,chr15_22163893_32511475,chr8_35694285_39333915,chr6_32766023_91964331,chr22_37717564_49509094,chr8_63810_90816,chr11_182372_5733442,chr17_22399576_27351012,chr1_149369522_149394958,chr2_131945577_132196569","Triple Neg,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+","Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+",104.6
kw_rf,11,5,0.857143,0.956044,0.813333,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1890246_2286311,chr5_69274433_96603723,chr17_1542118_1560766,chr17_465054_974692,chr17_1008443_1536140,chr17_1562322_1703117,chr17_1718892_1845756,chr17_2361350_18868037,chr5_96637773_180644810,chr16_28087_14817706,chr8_166452_6907624,chr5_49619946_68850823,chr17_984101_1003742,chr6_30021894_32519935,chr17_77442683_77503685,chr3_95043863_126884366,chr16_68838368_69397102,chr3_193476462_196656506,chr17_35444422_40926154,chr17_10999_390571,chr6_1535319_30010234,chr3_196908262_196937230,chr8_63810_90816,chr16_68710277_68751390,chr11_89400624_134432265,chr1_120313797_120737345,chr8_16373516_28182114,chr3_196947293_199383479,chr17_41983407_42049540,chr12_67337260_132389367,chr17_77535412_78653545,chr22_24263116_37678070,chr17_1703729_1713758,chr6_92035339_170943103,chr6_32732764_32738443,chr17_2333732_2343255,chr15_22163893_32511475,chr17_403833_446414,chr16_69417987_69744010,chr22_37717564_49509094,chr1_149369522_149394958,chr17_451258_461603,chr16_54390012_68679377,chr8_12511855_16315130,chr6_32766023_91964331,chr16_69763173_88690571,chr11_5777496_7757329,chr2_91057159_91321476,chr15_32523241_32594902,chr15_739595_18454050,chr10_115544_38563575,chr3_515536_574415,chr3_127015333_163987465,chr11_182372_5733442,chr22_37683612_37705310,chr17_43036086_60196060,chr12_36739877_67332062,chr23_3229_45135,chr22_22725750_24228038,chr4_5224_49422736,chr8_8148437_12448374,chr5_763494_878290,chr3_586636_75535753,chr16_15039224_33875313,chr19_32545047_34430432,chr3_164112881_193467200,chr19_20552279_24157855,chr3_75845446_90391698,chr15_18657388_18683110,chr19_20422576_20493401,chr16_45058242_54336421,chr13_18194527_18354969","HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+","Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+",104.9
kw_rf,12,1,0.785714,0.950549,0.782222,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__k"": 10}",10,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr5_69274433_96603723,chr5_49619946_68850823,chr5_96637773_180644810,chr16_68838368_69397102,chr12_67337260_132389367,chr12_36739877_67332062,chr16_68710277_68751390","HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg","HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,HR+",104.7
kw_rf,12,2,0.738095,0.863248,0.815556,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr5_96637773_180644810,chr12_36739877_67332062,chr12_67337260_132389367,chr5_49619946_68850823,chr17_1542118_1560766,chr8_166452_6907624,chr22_24263116_37678070,chr5_69274433_96603723,chr16_28087_14817706,chr15_22163893_32511475,chr8_63810_90816,chr8_16373516_28182114,chr17_1890246_2286311,chr17_35444422_40926154,chr15_18657388_18683110,chr16_68838368_69397102,chr15_32523241_32594902,chr17_2361350_18868037,chr17_10999_390571,chr3_196908262_196937230,chr8_28208003_35676140,chr16_69763173_88690571,chr8_12511855_16315130,chr17_1008443_1536140,chr17_1562322_1703117,chr17_1718892_1845756,chr17_465054_974692,chr17_984101_1003742,chr22_22725750_24228038,chr16_68710277_68751390,chr3_95043863_126884366,chr15_739595_18454050,chr4_190887518_191165971,chr17_77442683_77503685,chr6_92035339_170943103,chr17_77535412_78653545,chr3_164112881_193467200,chr3_193476462_196656506,chr14_105654998_105839439,chr3_127015333_163987465,chr8_8148437_12448374,chr3_75845446_90391698,chr14_105907191_106349756,chr16_69417987_69744010,chr15_18722595_20060061,chr15_20307869_21982746,chr9_110114139_138397892","HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+","HER2+,HR+,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+",105.4
kw_rf,12,3,0.708333,0.922123,0.826667,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr17_1542118_1560766,chr3_193476462_196656506,chr22_24263116_37678070,chr3_164112881_193467200,chr6_1535319_30010234,chr5_69274433_96603723,chr6_30021894_32519935,chr17_77442683_77503685,chr16_28087_14817706,chr17_1703729_1713758,chr5_96637773_180644810,chr8_166452_6907624,chr17_403833_446414,chr12_36739877_67332062,chr17_35444422_40926154,chr16_68838368_69397102,chr22_37717564_49509094,chr6_92035339_170943103,chr3_196947293_199383479,chr17_1890246_2286311,chr17_77535412_78653545,chr22_15433500_22665928,chr17_984101_1003742,chr22_22725750_24228038,chr15_18657388_18683110,chr22_37683612_37705310,chr17_465054_974692,chr17_1008443_1536140,chr8_16373516_28182114,chr17_1718892_1845756,chr3_95043863_126884366,chr17_1562322_1703117,chr17_2361350_18868037,chr6_32766023_91964331,chr8_63810_90816,chr12_67337260_132389367,chr6_32732764_32738443,chr11_89400624_134432265,chr16_69417987_69744010,chr4_190887518_191165971,chr17_10999_390571,chr5_49619946_68850823,chr17_451258_461603,chr17_41983407_42049540,chr16_68710277_68751390,chr3_127015333_163987465","HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+","Triple Neg,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+",104.3
kw_rf,12,4,0.809524,0.875458,0.824444,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__k"": 100}",100,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr6_92035339_170943103,chr5_69274433_96603723,chr12_67337260_132389367,chr16_68838368_69397102,chr17_403833_446414,chr1_149369522_149394958,chr5_96637773_180644810,chr11_89400624_134432265,chr3_193476462_196656506,chr17_1542118_1560766,chr17_1890246_2286311,chr16_68710277_68751390,chr16_69763173_88690571,chr15_22163893_32511475,chr17_77535412_78653545,chr17_984101_1003742,chr5_49619946_68850823,chr22_37717564_49509094,chr8_166452_6907624,chr17_465054_974692,chr17_1008443_1536140,chr17_1718892_1845756,chr18_4316_76110964,chr17_2361350_18868037,chr15_18657388_18683110,chr17_1562322_1703117,chr17_77442683_77503685,chr22_24263116_37678070,chr3_196947293_199383479,chr5_763494_878290,chr17_35444422_40926154,chr8_63810_90816,chr22_22725750_24228038,chr15_739595_18454050,chr22_37683612_37705310,chr21_9896630_10198129,chr12_36739877_67332062,chr16_54390012_68679377,chr22_15433500_22665928,chr2_131945577_132196569,chr17_22399576_27351012,chr8_16373516_28182114,chr4_190887518_191165971,chr8_8148437_12448374,chr17_451258_461603,chr15_53166_592121,chr17_1703729_1713758,chr6_30021894_32519935,chr6_1535319_30010234,chr10_115544_38563575,chr1_72489681_72620747,chr17_10999_390571,chr16_69417987_69744010,chr3_95043863_126884366,chr3_164112881_193467200,chr2_8972669_89953713,chr2_91057159_91321476,chr6_32766023_91964331,chr20_40075620_62379059,chr23_26537079_26627128,chr12_435020_9432943,chr12_33854_397918,chr3_127015333_163987465,chr21_14334542_46914686,chr6_5839_154410,chr8_12511855_16315130,chr17_41983407_42049540,chr3_164038925_164101784,chr11_55225136_56294614,chr8_28208003_35676140,chr16_28087_14817706,chr2_132327604_132947789,chr9_110114139_138397892,chr23_3229_45135,chr16_15039224_33875313,chr23_96116_214107,chr21_14294323_14314039,chr10_38596435_42057554,chr17_2333732_2343255,chr2_91494116_130410215,chr6_32732764_32738443,chr4_69215734_69311985,chr6_1436117_1512043,chr16_45058242_54336421,chr15_22038880_22138119,chr11_51244499_55118214,chr19_3363749_20383210,chr3_586636_75535753,chr11_58634869_68684682,chr21_13334960_13435755,chr12_11404653_11430887,chr12_10497371_11375835,chr12_9633884_10453531,chr3_515536_574415,chr15_20307869_21982746,chr6_32634044_32728487","Triple Neg,HER2+,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+","HR+,HER2+,HER2+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+",104.7
kw_rf,12,5,0.904762,0.970696,0.797778,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311,chr6_92035339_170943103,chr17_1703729_1713758,chr5_69274433_96603723,chr17_1718892_1845756,chr17_41983407_42049540,chr22_24263116_37678070,chr17_984101_1003742,chr17_1008443_1536140,chr17_465054_974692,chr6_32766023_91964331,chr17_1562322_1703117,chr16_69417987_69744010,chr6_30021894_32519935,chr8_166452_6907624,chr16_68838368_69397102,chr17_10999_390571,chr12_67337260_132389367,chr3_164112881_193467200,chr6_1535319_30010234,chr16_28087_14817706,chr17_2361350_18868037,chr3_193476462_196656506,chr1_120313797_120737345,chr22_22725750_24228038,chr15_739595_18454050,chr12_36739877_67332062,chr6_32732764_32738443,chr16_68710277_68751390,chr3_196947293_199383479,chr15_22163893_32511475,chr22_37717564_49509094,chr17_2333732_2343255,chr5_96637773_180644810,chr1_149369522_149394958,chr17_77442683_77503685,chr3_196908262_196937230,chr11_89400624_134432265,chr17_77535412_78653545,chr22_15433500_22665928,chr16_45058242_54336421,chr22_37683612_37705310,chr8_39535655_43515874,chr8_63810_90816,chr19_20422576_20493401,chr19_232836_236846,chr8_12511855_16315130,chr17_403833_446414,chr17_451258_461603,chr23_96116_214107,chr15_18657388_18683110,chr15_53166_592121,chr17_22399576_27351012,chr5_49619946_68850823,chr11_5777496_7757329,chr17_20618474_21442476,chr15_32523241_32594902,chr16_54390012_68679377,chr2_91057159_91321476,chr8_16373516_28182114,chr17_20569693_20596699,chr18_4316_76110964,chr17_19083766_20521986,chr6_32634044_32728487,chr11_182372_5733442,chr11_68972488_70505018,chr1_1676445_1703748,chr15_20307869_21982746,chr4_190887518_191165971,chr21_13334960_13435755,chr4_5224_49422736","HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+","HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+",104.7
kw_rf,13,1,0.634921,0.885226,0.771111,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 20}",20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196947293_199383479,chr16_28087_14817706,chr5_96637773_180644810,chr8_166452_6907624,chr3_193476462_196656506,chr3_196908262_196937230,chr5_69274433_96603723,chr17_1542118_1560766,chr6_92035339_170943103,chr3_164112881_193467200,chr21_9896630_10198129,chr8_63810_90816,chr17_41983407_42049540,chr17_403833_446414,chr16_68838368_69397102,chr22_24263116_37678070,chr17_77535412_78653545","HER2+,HR+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+","HER2+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HR+,Triple Neg",105.4
kw_rf,13,2,0.785714,0.926129,0.831111,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr17_1890246_2286311,chr8_166452_6907624,chr16_28087_14817706,chr17_1542118_1560766,chr15_18657388_18683110,chr5_69274433_96603723,chr15_739595_18454050,chr17_2361350_18868037,chr17_1703729_1713758,chr17_1008443_1536140,chr17_465054_974692,chr8_8148437_12448374,chr17_1718892_1845756,chr8_28208003_35676140,chr17_1562322_1703117,chr5_96637773_180644810,chr6_92035339_170943103,chr12_67337260_132389367,chr22_24263116_37678070,chr15_53166_592121,chr17_41983407_42049540,chr8_16373516_28182114,chr4_190887518_191165971,chr22_37717564_49509094,chr6_1535319_30010234,chr17_984101_1003742,chr8_39535655_43515874,chr22_22725750_24228038,chr3_193476462_196656506,chr8_63810_90816,chr22_15433500_22665928,chr18_4316_76110964,chr17_77442683_77503685,chr16_15039224_33875313,chr22_37683612_37705310,chr11_89400624_134432265,chr17_10999_390571,chr3_164112881_193467200,chr15_22163893_32511475,chr8_12511855_16315130,chr6_30021894_32519935,chr3_196947293_199383479,chr5_49619946_68850823,chr12_36739877_67332062,chr16_68838368_69397102,chr16_68710277_68751390","HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HR+","Triple Neg,HER2+,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HR+",105.4
kw_rf,13,3,0.875,0.939732,0.815556,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr5_69274433_96603723,chr12_67337260_132389367,chr5_96637773_180644810,chr5_49619946_68850823,chr17_41011530_41494331,chr12_36739877_67332062,chr17_42161364_42873571,chr15_22163893_32511475,chr16_68710277_68751390,chr17_1542118_1560766,chr16_68838368_69397102,chr15_739595_18454050,chr8_166452_6907624,chr15_18657388_18683110,chr6_92035339_170943103,chr17_1703729_1713758,chr22_24263116_37678070,chr21_13660680_14258259,chr4_190887518_191165971,chr15_32523241_32594902,chr3_196908262_196937230,chr1_72489681_72620747,chr17_22399576_27351012,chr15_20307869_21982746,chr8_12511855_16315130,chr22_15433500_22665928,chr3_95043863_126884366,chr15_53166_592121,chr17_77442683_77503685,chr16_54390012_68679377,chr17_1890246_2286311,chr6_5839_154410,chr22_37717564_49509094,chr11_89400624_134432265,chr8_16373516_28182114,chr17_10999_390571,chr20_40075620_62379059,chr16_28087_14817706,chr22_22725750_24228038,chr11_5777496_7757329,chr16_69763173_88690571,chr15_22038880_22138119,chr8_63810_90816,chr22_37683612_37705310,chr16_45058242_54336421,chr21_9896630_10198129,chr20_29306447_40052114,chr17_1718892_1845756,chr1_149369522_149394958,chr17_451258_461603,chr9_110114139_138397892,chr14_105654998_105839439,chr6_1436117_1512043,chr21_13334960_13435755,chr8_39535655_43515874,chr6_30021894_32519935,chr17_2361350_18868037,chr3_75845446_90391698,chr17_403833_446414,chr17_35444422_40926154,chr16_69417987_69744010,chr3_586636_75535753,chr11_182372_5733442,chr17_1562322_1703117,chr17_465054_974692,chr17_1008443_1536140,chr23_26537079_26627128,chr21_13461550_13635227,chr3_127015333_163987465,chr1_17030134_22668805,chr7_143321677_143391065,chr3_193476462_196656506,chr6_32732764_32738443,chr21_14334542_46914686","HR+,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+","Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+",105.4
kw_rf,13,4,0.857143,0.959707,0.808889,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr12_36739877_67332062,chr3_193476462_196656506,chr17_1542118_1560766,chr16_68838368_69397102,chr6_92035339_170943103,chr5_69274433_96603723,chr3_196908262_196937230,chr6_32732764_32738443,chr11_89400624_134432265,chr17_1890246_2286311,chr12_67337260_132389367,chr23_3229_45135,chr3_164112881_193467200,chr17_403833_446414,chr17_35444422_40926154,chr17_77535412_78653545,chr17_984101_1003742,chr22_37717564_49509094,chr16_69417987_69744010,chr16_68710277_68751390,chr5_96637773_180644810,chr22_24263116_37678070,chr6_30021894_32519935,chr17_1718892_1845756,chr16_69763173_88690571,chr2_131945577_132196569,chr8_166452_6907624,chr1_120313797_120737345,chr17_1008443_1536140,chr17_1562322_1703117,chr17_465054_974692,chr17_41983407_42049540,chr17_2361350_18868037,chr16_28087_14817706,chr17_1703729_1713758,chr11_51244499_55118214,chr17_77442683_77503685,chr3_196947293_199383479,chr8_16373516_28182114,chr8_63810_90816,chr22_22725750_24228038,chr2_132974227_231853847,chr17_10999_390571,chr5_49619946_68850823,chr6_1535319_30010234,chr8_28208003_35676140,chr16_54390012_68679377,chr3_95043863_126884366,chr19_34467144_56795493,chr5_763494_878290,chr2_131792734_131931782,chr10_115544_38563575,chr23_96116_214107,chr6_32766023_91964331,chr2_8972669_89953713,chr13_18194527_18354969,chr3_127015333_163987465,chr16_45058242_54336421,chr8_12511855_16315130,chr4_70334625_74719357,chr1_109987805_120232261,chr15_18657388_18683110,chr8_35694285_39333915,chr15_22163893_32511475,chr15_18722595_20060061,chr8_8148437_12448374,chr2_91057159_91321476,chr4_5224_49422736,chr12_412868_427816,chr1_149369522_149394958,chr17_451258_461603,chr7_141965869_141978333","HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+","HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,HR+,HR+,HR+",105.4
kw_rf,13,5,0.714286,0.794872,0.837778,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 100}",100,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr22_24263116_37678070,chr17_1542118_1560766,chr16_68838368_69397102,chr1_120313797_120737345,chr17_1890246_2286311,chr22_22725750_24228038,chr16_69417987_69744010,chr6_92035339_170943103,chr2_91057159_91321476,chr22_37717564_49509094,chr12_36739877_67332062,chr17_984101_1003742,chr2_8972669_89953713,chr17_403833_446414,chr17_1008443_1536140,chr17_465054_974692,chr5_69274433_96603723,chr17_1718892_1845756,chr17_1562322_1703117,chr16_69763173_88690571,chr17_2361350_18868037,chr3_164112881_193467200,chr17_10999_390571,chr16_68710277_68751390,chr17_77535412_78653545,chr17_451258_461603,chr6_32766023_91964331,chr6_30021894_32519935,chr12_67337260_132389367,chr3_193476462_196656506,chr3_196908262_196937230,chr6_1535319_30010234,chr17_1703729_1713758,chr2_91494116_130410215,chr5_96637773_180644810,chr1_149369522_149394958,chr16_54390012_68679377,chr17_41983407_42049540,chr17_77442683_77503685,chr8_63810_90816,chr5_49619946_68850823,chr3_196947293_199383479,chr17_35444422_40926154,chr6_32732764_32738443,chr3_127015333_163987465,chr8_16373516_28182114,chr18_4316_76110964,chr15_22163893_32511475,chr8_166452_6907624,chr22_15433500_22665928,chr4_190887518_191165971,chr16_45058242_54336421,chr17_2333732_2343255,chr7_61474815_141189966,chr17_20618474_21442476,chr19_3363749_20383210,chr22_37683612_37705310,chr3_515536_574415,chr10_115544_38563575,chr3_586636_75535753,chr2_130427665_130453073,chr19_20552279_24157855,chr15_32523241_32594902,chr3_95043863_126884366,chr16_28087_14817706,chr17_22399576_27351012,chr8_12511855_16315130,chr8_28208003_35676140,chr10_42150759_46371243,chr11_51244499_55118214,chr5_763494_878290,chr17_19083766_20521986,chr19_20422576_20493401,chr1_120761983_120923696,chr3_75845446_90391698,chr2_132974227_231853847,chr2_131945577_132196569,chr15_739595_18454050,chr21_13334960_13435755,chr1_141474904_145716245,chr2_130458581_131785093,chr23_96116_214107,chr9_110114139_138397892,chr12_435020_9432943,chr2_143031_8963807,chr6_32634044_32728487,chr4_5224_49422736,chr15_20307869_21982746,chr1_149403519_149573806,chr1_245134410_245433846,chr1_149604744_158365270,chr3_75546791_75799957,chr1_149579637_149598429,chr20_8747_12478772,chr12_33854_397918,chr1_72489681_72620747,chr17_21627596_22142513","Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg","HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HR+",105.5
